pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set
305,,,sick,,,,,A nude lady is walking in front of a crowd in body paint,A topless girl is covered in paint,,entailment
5219,,,sick,,,,,A dog is looking around,An animal is looking around,,entailment
2630,,,sick,,,,,A man is naked and standing still,A man with a hard hat is dancing,,neutral
6385,,,sick,,,,,The man is wearing a wetsuit and is riding a surfboard,A surfer is leaning on a surfboard,,neutral
830,,,sick,,,,,The little kid is playing football and falling harmlessly into the grass,The little kid is playing football and falling into the grass,,entailment
8746,,,sick,,,,,Three people are walking across a rope and wood bridge over a river,People are not walking across a rope bridge over a rocky stream,,neutral
2691,,,sick,,,,,Nobody is cutting a capsicum into pieces,The person is slicing a clove of garlic into pieces,,neutral
9413,,,sick,,,,,Men in costumes are walking around in the street,People in costumes are walking around in the street,,entailment
3418,,,sick,,,,,The man is catching a fish,A woman is deboning a fish,,neutral
6327,,,sick,,,,,The little girl in a pink shirt is running under a tree in the desert,A little girl in a pink shirt is running under a tree in the desert,,entailment
6346,,,sick,,,,,"A child, who is young, is riding a bike on a rough dirt path",A young child is riding a bike on a rough dirt path,,entailment
7230,,,sick,,,,,A person with a green shirt is jumping onto the grass,A young boy is jumping in the air with his knees bent and arms spread,,neutral
6065,,,sick,,,,,A person in a blue jacket is jumping off of a tall cement wall,A person in a blue colored jacket is jumping off of a tall cement wall,,entailment
3693,,,sick,,,,,The men are carefully putting suitcases into the trunk of a car,The men are packing suitcases into the trunk of a car,,entailment
2684,,,sick,,,,,A person is cutting a capsicum into pieces,A capsicum is being cut into pieces by a person,,entailment
9377,,,sick,,,,,A man in green is hitting a soccer ball and a man in purple and white is falling down,A man in green is kicking a soccer ball and a man in purple and white is falling down,,entailment
6632,,,sick,,,,,A hurdle is being leapt by a horse that has a rider on its back,A horse is leaping a hurdle and has a rider on its back,,entailment
5765,,,sick,,,,,A man is cracking eggs,A man is talking to a woman,,neutral
8201,,,sick,,,,,A woman is looking down and is wearing a wedding dress,A woman is looking down and is wearing a wedding veil,,entailment
3427,,,sick,,,,,A man is playing a harp,A violin is being played by a man,,neutral
6600,,,sick,,,,,A bee is taking off from a yellow flower,A small bee is landing on a bunch of yellow flowers,,neutral
9870,,,sick,,,,,A white and tan dog is running through the tall and green grass,The lady is eating slices of meat,,neutral
5619,,,sick,,,,,A person is severing the toe of an empty leather boot with a sword,A man is cutting a boot with a sword,,entailment
1652,,,sick,,,,,The girl is recklessly jumping onto a car,One girl is jumping on the car,,entailment
691,,,sick,,,,,"A dog next to a tree, which is probably a pine, is biting a bucket",A dog in a bucket is biting a tree which is probably a pine,,neutral
4746,,,sick,,,,,A person is performing tricks on a motorcycle,A man on a motorcycle is not riding on one wheel,,neutral
6549,,,sick,,,,,A small boy is standing in the forest,A small boy is sitting in the forest,,neutral
1655,,,sick,,,,,A woman is throwing a potato peel,One woman is peeling a potato,,neutral
1576,,,sick,,,,,A man is playing the guitar owner,A person is playing a trumpet,,neutral
2735,,,sick,,,,,The woman is playing a guitar which is electric,The woman is playing an electric guitar,,entailment
632,,,sick,,,,,One man is tossing a kid into the swimming pool that is near the ocean,A father is launching the daughter in a swimming pool,,neutral
1948,,,sick,,,,,The kitten is eagerly drinking some milk from the bowl,One small child is greedily drinking water from the cup,,neutral
8728,,,sick,,,,,A group of people are standing around a sound mixing table,A group of people are not looking at sound equipment,,neutral
8228,,,sick,,,,,A black dog is walking along rocky terrain,A black dog is moving along rocky terrain,,entailment
2319,,,sick,,,,,There is no one banging a camera lens against a nail,The man is hammering a nail with a camera,,neutral
7084,,,sick,,,,,The crowd is watching the football at the game,The crowd is watching a football game,,entailment
8901,,,sick,,,,,Dirt bikers are riding on a trail,Two people are not riding motorbikes,,neutral
8875,,,sick,,,,,A boy is sitting in a seat,A toddler is sitting down,,neutral
7703,,,sick,,,,,Two kids are sitting on colorful balls,The children are wearing black tights and hopping,,neutral
6995,,,sick,,,,,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two twin preteen boys are playing with cards,,neutral
8856,,,sick,,,,,A black dog on a leash is walking in the water,The dog is on a leash and is walking in the water,,entailment
3727,,,sick,,,,,The person is slicing onions,A person is peeling an onion,,neutral
6800,,,sick,,,,,Two children are crouching under some metal bars,Two children are peering over a rusty ledge,,neutral
4228,,,sick,,,,,Guitar is being played by two men,Two men are playing guitar,,entailment
4490,,,sick,,,,,A girl is brushing her hair,A girl is styling her hair,,entailment
5876,,,sick,,,,,A lemur is licking a person's finger,An animal is biting someone's finger,,neutral
6514,,,sick,,,,,A little black dog is chasing a little brown dog,A brown dog and a black dog are in the grass,,neutral
5426,,,sick,,,,,A man is reading the email,A person is reading the email,,entailment
4503,,,sick,,,,,The doctor is not helping the patient,The doctors are reviving a man,,neutral
9927,,,sick,,,,,The lady is dicing onions,Rugby players are tackling each other,,neutral
5563,,,sick,,,,,The girl is trotting on the horse,The person is trotting on the horse,,entailment
1708,,,sick,,,,,A man is emptying a container made of plastic,A man is carelessly dropping a frog,,neutral
588,,,sick,,,,,The children are playing in front of a large door,A group of boys are quiet in front of a large door made of wood,,neutral
7618,,,sick,,,,,A girl dressed in purple and blue is slowly walking beside her bike at night,A girl dressed in purple and blue is walking beside her bike at night,,entailment
5398,,,sick,,,,,The man is putting chicken into the container,A man is putting some food in a box,,entailment
1108,,,sick,,,,,A man is opening a package that contains headphones,A man who is wearing headphones is opening a package ,,neutral
5671,,,sick,,,,,A small dog is lying on the bed,A small animal is lying on the bed,,entailment
8282,,,sick,,,,,A man is sitting on the grass and drinking from a water bottle,A man is sitting on the lawn and drinking from a water bottle,,entailment
2839,,,sick,,,,,A little girl is playing a grand piano on stage,A little girl is walking off the stage,,neutral
8136,,,sick,,,,,A girl with red hair and red eyebrows is talking,A girl with red hair and red eyebrows is in midspeech,,entailment
3126,,,sick,,,,,A woman is using an eye pencil and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid,,entailment
8347,,,sick,,,,,A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,,neutral
5414,,,sick,,,,,The little boy is singing and playing the guitar,A guitar is being played by a baby,,neutral
5236,,,sick,,,,,A tiger is walking around,A tiger cub is making a sound,,neutral
2862,,,sick,,,,,Two cats are fighting each other,The cats are playing with each other,,neutral
4272,,,sick,,,,,A man is quickly chopping some mushrooms with a knife,A person is quickly chopping mushrooms with a knife,,entailment
8608,,,sick,,,,,A person on a yellow bike is airborne,A person on a yellow dirt bike is taking a jump,,entailment
287,,,sick,,,,,A man is playing a guitar on stage,A bald person is playing a guitar,,neutral
8541,,,sick,,,,,The child is splashing water in a small blue pool,The child is splashing water in a pool,,entailment
8076,,,sick,,,,,Two boys are doing martial arts on a green mat,Two boys are doing martial arts on a blue mat,,neutral
6061,,,sick,,,,,A brown dog is staring attentively at a brown and white dog,The little dog is dropping the bedroom slipper from its mouth,,neutral
4036,,,sick,,,,,A person is riding a jetski in the waves,The person is riding a jetski in the waves,,entailment
1955,,,sick,,,,,The singer is leaving the band,The band is singing ,,neutral
4149,,,sick,,,,,A woman is cutting an onion,A woman is slicing some meat,,neutral
1004,,,sick,,,,,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera,There is no boy standing in front of the blue building in the space reserved for handicapped people,,neutral
9103,,,sick,,,,,A young black child is standing on the edge of a body of water near some buckets,A young black child is waiting on the edge of a body of water near some buckets,,entailment
960,,,sick,,,,,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny,,entailment
8796,,,sick,,,,,People are clustered around a bonfire at night,People are clustered around a bonfire at morning,,neutral
6555,,,sick,,,,,Two people are looking at a statue made of gold,Two people are looking at a gold statue,,entailment
3986,,,sick,,,,,A woman is peeling a potato,There is no woman slicing a tomato,,neutral
4905,,,sick,,,,,A baby is toddling happily,A baby is crawling happily,,neutral
3448,,,sick,,,,,One woman is handing volleyballs to another woman,A woman is throwing volleyballs over a net,,neutral
8520,,,sick,,,,,Five people are standing with three dogs in the green field beside the road,Five people are standing in the grass with some dogs,,entailment
8093,,,sick,,,,,The little boy is riding a bicycle in a race,A bicycle is being ridden by the little boy in a race,,entailment
2751,,,sick,,,,,A soccer player is scoring a goal,A player of soccer is scoring a goal,,entailment
2170,,,sick,,,,,A woman is using a sewing machine,A woman is sewing with a machine,,entailment
4259,,,sick,,,,,The girl is spraying the plants with water,The girl is watering the plants,,entailment
449,,,sick,,,,,A lady is surfing and riding a wave,A blonds girl is surfing,,neutral
4867,,,sick,,,,,A woman is exercising,A man is not dancing,,neutral
4666,,,sick,,,,,A woman is cutting a potato,There is no woman slicing an onion,,neutral
1095,,,sick,,,,,A man is opening a small package that contains headphones,A man is opening a package that contains headphones,,entailment
507,,,sick,,,,,A laughing man is dyeing a shirt black on the table which you cannot sit at ,A man wearing a dyed black shirt is sitting at the table and laughing,,neutral
