"<t> I've been going up as a progress in school, so I, it will be a good change for me. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> be-located-at-91 :ARG1 ( <pointer:2> and :op1 ( <pointer:3> person :ARG0-of ( <pointer:4> have-rel-role-91 :ARG1 ( <pointer:5> i ) :ARG2 ( <pointer:6> friend ) ) ) :op2 <pointer:5> ) :ARG2 ( <pointer:7> behind :op1 <pointer:19> :mod ( <pointer:8> right ) ) :time ( <pointer:9> walk-01 :ARG0 ( <pointer:10> and :op1 ( <pointer:11> he ) :op2 ( <pointer:12> person :wiki - :name ( <pointer:13> name :op1 <lit> Tipper </lit> ) ) ) :ARG2 ( <pointer:14> out ) ) ) :op2 ( <pointer:15> take-01 :ARG0 <pointer:5> :ARG1 ( <pointer:16> opportunity ) :purpose ( <pointer:17> and :op1 ( <pointer:18> say-01 :ARG0 <pointer:5> :ARG1 ( <pointer:19> hello ) ) :op2 ( <pointer:20> introduce-01 :ARG0 <pointer:5> :ARG1 <pointer:5> :ARG2 ( <pointer:21> journalist :ARG2-of ( <pointer:22> add-01 :ARG0 <pointer:5> :ARG1-of ( <pointer:23> possible-01 ) ) ) ) :op3 ( <pointer:24> chat-01 :ARG0 <pointer:5> :ARG1 ( <pointer:25> movie ) :ARG2 <pointer:10> :duration ( <pointer:26> few :op1 ( <pointer:27> temporal-quantity :quant 1 :unit ( <pointer:28> minute ) ) ) ) ) ) )  </g> [EOS]",My progress in school has been improving. , I have been making progress in school.  It will be a good change
"<t> The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies. </t> <g> ( <pointer:0> cry-01 :ARG0 ( <pointer:1> person :wiki - :name ( <pointer:2> name :op1 <lit> Tommy </lit> ) ) :ARG1 ( <pointer:3> well :polarity ( <pointer:4> amr-unknown ) ) :manner ( <pointer:5> eager-01 :ARG0 <pointer:1> ) )  </g> [EOS]",There was a video teleconference after 9 o'clock., The White House video teleconference was about the physical security of government. 
"<t> Pages later (Chapter XXXVII), it is acknowledged that  He, too, felt that this was their last free intercourse.  </t> <g> ( <pointer:0> and :op1 ( <pointer:1> influence-01 :ARG0 ( <pointer:2> trait :ARG1-of ( <pointer:3> differ-02 ) :poss ( <pointer:4> they ) ) :ARG1 ( <pointer:5> it ) :ARG1-of ( <pointer:6> long-03 ) ) :op2 ( <pointer:7> assimilate-01 :ARG0 <pointer:5> :ARG1 ( <pointer:8> and :op1 ( <pointer:9> custom ) :op2 ( <pointer:10> practice-01 ) :mod ( <pointer:11> various ) :poss <pointer:4> ) ) )  </g> [EOS]",Further chapters describe what he felt about their intercourse.," It is acknowledged that he, too. ...and the last free intercourse"
"<t> Aman evidently disagrees, for his writing is peppered (salted?) </t> <g> ( <pointer:0> concern-01 :ARG0 ( <pointer:1> require-01 :ARG1 ( <pointer:2> reduce-01 :ARG1 ( <pointer:3> emit-01 ) :ARG1-of ( <pointer:4> significant-02 ) ) :ARG1-of ( <pointer:5> quick-02 :ARG2-of ( <pointer:6> have-degree-91 :ARG1 <pointer:1> :ARG3 ( <pointer:7> too ) ) ) ) :ARG1 ( <pointer:8> we ) )  </g> [EOS]",Aman's writing is peppered.," Aman's writing is peppered. , for his evidently disagrees...and"
"<t>  Laura has! declared Sophie, glancing at me. </t> <g> ( <pointer:0> become-01 :ARG1 ( <pointer:1> it ) :ARG2 ( <pointer:2> clear-06 :ARG1 ( <pointer:3> everything :topic <pointer:17> :mod ( <pointer:4> almost ) :ARG2-of ( <pointer:5> include-91 :ARG1 ( <pointer:6> and :op1 ( <pointer:7> data :ARG2-of ( <pointer:8> suspect-01 :ARG1-of ( <pointer:9> possible-01 :polarity - ) ) ) :op2 ( <pointer:10> mistake-02 :ARG1 ( <pointer:11> procedure :mod ( <pointer:12> statistic ) ) :ARG0-of ( <pointer:13> flunk-01 :ARG1 ( <pointer:14> person :mod ( <pointer:15> sophomore ) ) ) :ARG1-of ( <pointer:16> mean-01 :ARG2 ( <pointer:17> understand-01 :polarity - :ARG0 ( <pointer:18> person :wiki <lit> Conrad Murray </lit> :name ( <pointer:19> name :op1 <lit> Murray </lit> ) :ARG1-of ( <pointer:20> decease-01 ) ) :ARG1 ( <pointer:21> mean-01 :ARG1 ( <pointer:22> coefficient :mod ( <pointer:23> correlate-01 ) ) ) :ARG1-of ( <pointer:24> clear-06 ) ) ) ) :op3 ( <pointer:25> suppress-01 :ARG1 ( <pointer:26> evidence-01 :ARG1-of ( <pointer:27> contrary-01 ) ) :ARG1-of ( <pointer:28> deliberate-01 ) ) :op4 ( <pointer:29> name-01 :ARG0 ( <pointer:30> you ) :ARG1 <pointer:3> ) ) ) ) ) :time ( <pointer:31> since :op1 ( <pointer:32> publish-01 :ARG1 ( <pointer:33> thing :wiki <lit> The Bell Curve </lit> :name ( <pointer:34> name :op1 <lit> Bell </lit> :op2 <lit> Curve </lit> ) ) ) ) )  </g> [EOS]","Looking at me, Sophie declared, ""Laura has!"""," Sophie said Laura had done it. , glancing at me; they"
<t> What writers? </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> person :wiki - :name ( <pointer:2> name :op1 <lit> Zelon </lit> ) ) :ARG1 ( <pointer:3> contrast-01 :ARG1 ( <pointer:4> hard-02 :ARG1 ( <pointer:5> believe-01 :ARG0 ( <pointer:6> anyone :ARG0-of ( <pointer:7> know-02 :ARG1 <pointer:1> :manner ( <pointer:8> well ) ) ) ) :degree ( <pointer:9> very ) ) :ARG2 ( <pointer:10> speechless :domain <pointer:1> :duration ( <pointer:11> period ) :ARG1-of ( <pointer:12> actual-02 ) ) ) )  </g> [EOS],Which writers?, Who are the writers?  I don't know. What is it that you
<t> People here at the school have asked for the opportunity to support students and recognize his good work by participating in the Steven L. Bricker Scholarship Endowment. </t> <g> ( <pointer:0> call-01 :ARG0 ( <pointer:1> person :wiki <lit> Charles W. McGrath </lit> :name ( <pointer:2> name :op1 <lit> Charles </lit> :op2 <lit> McGrath </lit> ) :ARG0-of ( <pointer:3> have-org-role-91 :ARG1 ( <pointer:4> newspaper :wiki <lit> The New York Times </lit> :name ( <pointer:5> name :op1 <lit> New </lit> :op2 <lit> York </lit> :op3 <lit> Times </lit> :op4 <lit> Book </lit> :op5 <lit> Review </lit> ) ) :ARG2 ( <pointer:6> editor ) ) :ARG0-of ( <pointer:7> have-org-role-91 :ARG1 ( <pointer:8> person :wiki <lit> William D. Shawn </lit> :name ( <pointer:9> name :op1 <lit> William </lit> :op2 <lit> Shawn </lit> ) :ARG0-of ( <pointer:10> have-org-role-91 :ARG1 ( <pointer:11> magazine :wiki <lit> The New Yorker </lit> :name ( <pointer:12> name :op1 <lit> New </lit> :op2 <lit> Yorker </lit> ) ) :ARG2 ( <pointer:13> deputy ) :time ( <pointer:14> former ) ) ) ) ) :ARG1 ( <pointer:15> memoir :poss ( <pointer:16> person :wiki <lit> Lillian Ross </lit> :name ( <pointer:17> name :op1 <lit> Lillian </lit> :op2 <lit> Ross </lit> ) ) :topic ( <pointer:18> affair-01 :ARG0 <pointer:16> :ARG1 <pointer:8> ) ) :ARG2 ( <pointer:19> and :op1 ( <pointer:20> or :op1 ( <pointer:21> accurate :polarity - :mod ( <pointer:22> factual ) ) :op2 ( <pointer:23> mislead-01 :ARG0 <pointer:15> ) :frequency ( <pointer:24> occasion ) ) :op2 ( <pointer:25> betray-01 :ARG0 <pointer:15> :ARG1 ( <pointer:26> principle :mod ( <pointer:27> editorial ) :ARG1-of ( <pointer:28> high-02 ) :poss <pointer:8> ) ) ) )  </g> [EOS],People here at the school are interested in supporting students., The Steven L. Bricker Scholarship Endowment is being used to support students and recognize
<t> Your support will help them go to work. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> and :op1 ( <pointer:2> be-from-91 :ARG1 ( <pointer:3> i ) :ARG2 ( <pointer:4> state :wiki <lit> Virginia </lit> :name ( <pointer:5> name :op1 <lit> Virginia </lit> ) ) :mod ( <pointer:6> original ) ) :op2 ( <pointer:7> humidity :ARG0-of ( <pointer:8> stifle-01 ) :time ( <pointer:9> always ) :domain ( <pointer:10> memory :poss <pointer:3> :topic ( <pointer:11> date-entity :season ( <pointer:12> summer ) ) ) :mod ( <pointer:13> that ) ) ) )  </g> [EOS],Giving your support will help to find people gainful employment.," They will get to work with your support. ...or not, but"
"<t> At some point between 9:16 and 9:26, Barbara Olson called her husband, Ted Olson, the solicitor general of the United States. </t> <g> ( <pointer:0> item :li <lit> j </lit> :ARG2-of ( <pointer:1> promote-02 ) :ARG1-of ( <pointer:2> receive-01 :ARG0 ( <pointer:3> person :ARG0-of ( <pointer:4> have-org-role-91 :ARG2 ( <pointer:5> member ) ) ) :ARG2-of ( <pointer:6> consequence-03 :ARG1 ( <pointer:7> use-01 :ARG0 <pointer:3> :ARG1 ( <pointer:8> or :op1 ( <pointer:9> serve-01 :ARG1 ( <pointer:10> travel-01 ) ) :op2 ( <pointer:11> serve-01 :ARG1 ( <pointer:12> transport-01 ) ) :ARG1-of ( <pointer:13> procure-01 :ARG0 ( <pointer:14> country :wiki <lit> United States </lit> :name ( <pointer:15> name :op1 <lit> United </lit> :op2 <lit> States </lit> ) ) ) :ARG1-of ( <pointer:16> accept-01 :ARG0 <pointer:3> :ARG1-of ( <pointer:17> conform-01 :ARG2 ( <pointer:18> law :wiki - :name ( <pointer:19> name :op1 <lit> 31 </lit> ) ) ) ) ) ) ) ) )  </g> [EOS]",Barbara Olson is married to Ted Olson.," Barbara Olson called her husband Ted. , when some point between 9:"
"<t> I think that was kind of hard for him, you know. </t> <g> ( <pointer:0> view-01 :ARG1 ( <pointer:1> island :wiki <lit> Basse-Terre </lit> :name ( <pointer:2> name :op1 <lit> Basse-Terre </lit> ) :location ( <pointer:3> across :op1 ( <pointer:4> bay ) ) ) :ARG1-of ( <pointer:5> fine-03 ) :location ( <pointer:6> past :op1 ( <pointer:7> theater :mod ( <pointer:8> small ) :ARG1-of ( <pointer:9> build-01 :purpose ( <pointer:10> perform-01 :ARG1 ( <pointer:11> drama ) :ARG1-of ( <pointer:12> local-02 ) ) ) ) :quant ( <pointer:13> little ) ) )  </g> [EOS]",That must have been difficult for him., I think that was hard for him.  (eights-and
"<t> On the other hand, one would hate to lose the information that might be contained in past years' selling patterns. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> and :op1 ( <pointer:2> back-02 :ARG1 ( <pointer:3> you ) :ARG1-of ( <pointer:4> know-01 :ARG0 <pointer:3> ) ) :op2 ( <pointer:5> pull-01 :ARG0 <pointer:3> :ARG2 ( <pointer:6> spot :poss <pointer:3> ) :mod ( <pointer:7> just ) ) :op3 ( <pointer:8> possible-01 :ARG1 ( <pointer:9> rent-01 :ARG0 <pointer:3> :ARG1 ( <pointer:10> some :ARG1-of ( <pointer:11> include-91 :ARG2 <pointer:3> ) ) :frequency ( <pointer:12> rate-entity-91 :ARG2 ( <pointer:13> temporal-quantity :quant 1 :unit ( <pointer:14> year ) ) ) ) ) :op4 ( <pointer:15> possible-01 :ARG1 ( <pointer:16> rent-01 :ARG0 <pointer:3> :ARG1 ( <pointer:17> some :ARG1-of ( <pointer:18> include-91 :ARG2 <pointer:3> ) ) :frequency ( <pointer:19> or :op1 ( <pointer:20> rate-entity-91 :ARG2 ( <pointer:21> temporal-quantity :quant 1 :unit ( <pointer:22> day ) ) ) :op2 ( <pointer:23> rate-entity-91 :ARG2 ( <pointer:24> night ) ) :op3 ( <pointer:25> rate-entity-91 :ARG2 ( <pointer:26> temporal-quantity :quant 1 :unit ( <pointer:27> week ) ) ) :op4 ( <pointer:28> whatever ) ) ) ) ) )  </g> [EOS]",It would be unfortunate to lose information that shows past years' selling patterns.," One would hate to lose information. , onewouldhateto lost the"
"<t> Regular TV viewing typically begins between 2 and 3 years of age, consuming about 10. </t> <g> ( <pointer:0> remain-01 :ARG1 ( <pointer:1> adventure :mod ( <pointer:2> great ) :ARG0-of ( <pointer:3> stun-01 ) :mod ( <pointer:4> country :wiki <lit> Italy </lit> :name ( <pointer:5> name :op1 <lit> Italy </lit> ) ) ) :ARG3 ( <pointer:6> road ) )  </g> [EOS]",Consuming begins long after regular TV viewing., TV viewing is usually done by children. ...and they consume about 10
"<t> While awaiting my licensure to practice dental hygiene, I have had the opportunity to look back upon my education at Indiana University School of Dentistry. </t> <g> ( <pointer:0> follow-up-03 :li 8 :ARG1 ( <pointer:1> and :op1 ( <pointer:2> hearing-02 :ARG2 ( <pointer:3> and :op1 ( <pointer:4> goal :poss ( <pointer:5> law :wiki <lit> American Recovery and Reinvestment Act of 2009 </lit> :name ( <pointer:6> name :op1 <lit> IRS </lit> :op2 <lit> Restructuring </lit> :op3 <lit> Act </lit> ) ) ) :op2 ( <pointer:7> fund-01 :ARG1 ( <pointer:8> government-organization :wiki <lit> Internal Revenue Service </lit> :name ( <pointer:9> name :op1 <lit> IRS </lit> ) ) ) ) :time ( <pointer:10> date-entity :day 8 :month 5 :year 2001 ) :ARG1-of ( <pointer:11> describe-01 :ARG0 ( <pointer:12> report :wiki - :name ( <pointer:13> name :op1 <lit> GAO-01-903R </lit> ) :time ( <pointer:14> date-entity :day 29 :month 6 :year 2001 ) ) ) ) :op2 ( <pointer:15> improve-01 :ARG0 <pointer:8> :ARG1 ( <pointer:16> capable-01 :ARG1 <pointer:8> :ARG2 ( <pointer:17> manage-01 ) ) :ARG1-of ( <pointer:18> continue-01 ) :ARG1-of ( <pointer:19> need-01 :ARG0 <pointer:8> :purpose ( <pointer:20> support-01 :ARG0 <pointer:16> :ARG1 ( <pointer:21> transform-01 :ARG1-of ( <pointer:22> long-03 ) ) ) ) ) ) )  </g> [EOS]",I went to the Indiana University School of Dentistry., I have had the opportunity to look back upon my education at Indiana University School of Dent
"<t> Now, as children tend their gardens, they have a new appreciation of their relationship to the land, their cultural heritage, and their community. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> yeah :mode expressive :mod ( <pointer:2> oh ) ) :snt2 ( <pointer:3> be-located-at-91 :ARG1 ( <pointer:4> event :wiki - :name ( <pointer:5> name :op1 <lit> San </lit> :op2 <lit> Barenakedino </lit> ) ) :ARG2 ( <pointer:6> amr-unknown ) ) :snt3 ( <pointer:7> ask-01 :ARG0 ( <pointer:8> and :op1 ( <pointer:9> person :wiki - :name ( <pointer:10> name :op1 <lit> Clarisse </lit> ) ) :op2 ( <pointer:11> person :wiki - :name ( <pointer:12> name :op1 <lit> Onardo </lit> ) ) ) :ARG1 ( <pointer:13> amr-unknown :domain ( <pointer:14> he ) ) ) )  </g> [EOS]",Children's work in their gardens give them an appreciation of their cultural heritage.," Children tend their gardens now. , they have a new appreciation of the"
"<t> Under the leadership of Dean H. William Gilmore, the school has identified student support and technological infrastructure as the greatest needs in this year's annual fund appeal. </t> <g> ( <pointer:0> have-concession-91 :ARG2 ( <pointer:1> feel-02 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> recommend-01 :ARG1 ( <pointer:4> like-02 :ARG0 <pointer:2> :ARG1 ( <pointer:5> point-out-02 :ARG0 <pointer:2> :ARG1 ( <pointer:6> risk-01 :ARG0 <pointer:9> :ARG1-of ( <pointer:7> run-01 :ARG0 <pointer:9> ) ) :ARG2 ( <pointer:8> you ) :mod ( <pointer:9> again :mod ( <pointer:10> once ) ) :condition ( <pointer:11> pursue-01 :ARG0 <pointer:8> :ARG1 ( <pointer:12> course :ARG1-of ( <pointer:13> indicate-01 :ARG0 <pointer:8> ) ) :mod ( <pointer:14> especially ) ) ) ) :ARG2 <pointer:2> ) ) )  </g> [EOS]",Donations are being sought in the areas of Student support and technological infrastructure this year., The school has identified student support and technological infrastructure as the greatest needs in this year's
"<t> This was followed by a second radio transmission, with sounds of screaming. </t> <g> ( <pointer:0> metaphor :mod ( <pointer:1> innocuous :ARG1-of ( <pointer:2> brilliant-01 ) ) :ARG1-of ( <pointer:3> devise-01 :ARG0 ( <pointer:4> person :ARG0-of ( <pointer:5> manipulate-02 ) :mod ( <pointer:6> master ) ) :purpose ( <pointer:7> obscure-01 :ARG0 <pointer:4> :ARG1 ( <pointer:8> manipulate-02 :ARG0 <pointer:4> ) ) ) :degree ( <pointer:9> so ) )  </g> [EOS]",There was another radio transmission that had a lot of people screaming.," There was a second radio transmission. , with sounds of screaming; this"
"<t> Men and women struggling with addictions find healing, forgiveness and the chance to make a new start in life... families living from paycheck to paycheck find comfort, food and emergency assistance... and underprivileged children have the opportunity to eat well-balanced meals and participate in special activities. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> consider-01 :mode imperative :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> newspaper :wiki <lit> Boston Globe </lit> :name ( <pointer:4> name :op1 <lit> Globe </lit> ) ) ) :snt2 ( <pointer:5> become-01 :ARG1 <pointer:3> :ARG2 ( <pointer:6> sleazy :ARG2-of ( <pointer:7> have-degree-91 :ARG1 <pointer:3> :ARG3 ( <pointer:8> more ) ) ) :ARG1-of ( <pointer:9> cause-01 :ARG0 ( <pointer:10> become-01 :ARG1 ( <pointer:11> media :ARG1-of ( <pointer:12> respect-01 :ARG1-of ( <pointer:13> possible-01 ) ) ) :ARG2 ( <pointer:14> sleazy ) ) ) ) )  </g> [EOS]",Underprivileged children have opportunities that they have never had before.," Men and women struggling with addictions find healing, forgiveness. ... families"
<t> Do you remember the combination of elation and apprehension you felt when you first left home? </t> <g> ( <pointer:0> fit-01 :ARG1 ( <pointer:1> casino :wiki <lit> Macau Palace </lit> :name ( <pointer:2> name :op1 <lit> Macau </lit> :op2 <lit> Palace </lit> ) :ARG1-of ( <pointer:3> float-01 ) :ARG1-of ( <pointer:4> moor-01 :ARG2 ( <pointer:5> waterfront :location ( <pointer:6> west ) ) ) :ARG1-of ( <pointer:7> decorate-01 :manner ( <pointer:8> fancy ) ) ) :ARG2 ( <pointer:9> and :op1 ( <pointer:10> table :purpose ( <pointer:11> gamble-01 ) ) :op2 ( <pointer:12> machine :mod ( <pointer:13> slot ) :ARG1-of ( <pointer:14> know-02 :ARG2 ( <pointer:15> tiger :ARG0-of ( <pointer:16> hunger-01 ) ) :ARG1-of ( <pointer:17> local-02 ) ) ) :op3 ( <pointer:18> restaurant :beneficiary ( <pointer:19> human :ARG0-of <pointer:16> ) ) ) )  </g> [EOS],I had mixed feelings when I first left home., Do you remember the feeling of excitement and apprehension when your first trip to Macau?
<t> Met my first girlfriend that way. </t> <g> ( <pointer:0> indifferent-01 :ARG0 ( <pointer:1> person ) :ARG1 ( <pointer:2> magazine :ARG1-of ( <pointer:3> put-out-10 :ARG0 ( <pointer:4> i ) ) ) :ARG1-of ( <pointer:5> rare-02 ) :ARG1-of ( <pointer:6> say-01 :ARG0 ( <pointer:7> she ) ) )  </g> [EOS],I met my girlfriend like that.," I met my first girlfriend that way. , indifferent to the situation;"
<t> She waits tables like one night a week at another job to help put me through and everything like that. </t> <g> ( <pointer:0> know-01 :polarity - :ARG0 ( <pointer:1> i ) :mod ( <pointer:2> err ) )  </g> [EOS],She works as a waitress once a week to help put me through.," She works one night a week.  explains the reason for it, and"
"<t> I do, but it gets to a point where like I feel like if I fail, it's just going to be like way too much for everybody. </t> <g> ( <pointer:0> study-01 :ARG0 ( <pointer:1> person :quant 2 :ARG0-of ( <pointer:2> have-org-role-91 :ARG1 ( <pointer:3> university :wiki <lit> Virginia Commonwealth University </lit> :name ( <pointer:4> name :op1 <lit> Virginia </lit> :op2 <lit> Commonwealth </lit> :op3 <lit> University </lit> ) ) :ARG2 ( <pointer:5> economist ) ) :ARG0-of ( <pointer:6> argue-01 :ARG1 ( <pointer:7> thing :ARG1-of ( <pointer:8> have-degree-91 :ARG2 ( <pointer:9> plausible ) :ARG3 ( <pointer:10> more ) ) ) :time ( <pointer:11> time :mod ( <pointer:12> this ) ) :ARG1-of ( <pointer:13> contrast-01 :ARG2 ( <pointer:14> be-located-at-91 :ARG1 <pointer:1> :ARG2 ( <pointer:15> here ) :mod ( <pointer:16> again ) ) ) ) ) :ARG1 ( <pointer:17> claim-01 :ARG1 ( <pointer:18> accident :mod ( <pointer:19> auto ) ) :quant ( <pointer:20> multiple :op1 1000000 ) :ARG1-of ( <pointer:21> file-01 :time ( <pointer:22> date-interval :op1 ( <pointer:23> date-entity :year 1989 ) :op2 ( <pointer:24> date-entity :year 1993 ) ) ) ) )  </g> [EOS]","I feel as though when I fail, my failure will be very disappointing to everyone.", I feel like failing will be too much for everyone.  When you do
