"The headword is syllabified in W , not in L .  In older dictionaries the words are syllabified mainly to help in pronouncing them; latterly, syllabication has been used largely to find where a word can be hyphenated at the end of a line of text, though, judging by today's newspapers and magazines, one would be sore put to believe that a dictionary had ever been within the grasp of their editors, proofreaders, or the programmers who wrote the hyphenation programs for the automatic typesetting many of them now employ. [EOS]",Newspaper and magazine editors do a poor job of properly hyphenating words.,"The headword is spelled in W, not L. PHASEBIC"
"These are particularly tricky when short words, like articles or pronouns, are  [EOS]",Articles and pronouns make these tricky.  ,These are difficult when short words like articles or pronouns. PHOTOILOS
"Assume that the retailer wishes to provide a 95 percent order-fulfillment rate for this SKU, that the retailer checks inventory once per week, and that the manufacturer's lead time to deliver replenishment units is overnight. [EOS]",That the inventory checks are conducted weekly by the retailer is one of the assumptions.,The manufacturer's lead time to deliver replenishment units is overnight. PHASE
"In addition to that behind-the-scenes role, MCCOY has taken an out-front role in developing a Summer Bus Pass, neighborhood youth councils, and the We Value Youth information line. [EOS]","MCCOY has developed youth councils, bus passes, and information lines specifically for youths.",MCCOY has taken an out-front role in developing a Summer Bus Pass.
What does he do? [EOS],He does what?,What does he do? factory.comCommentscommentsandrewsays
"Tuition for the 1999-2000 school year is $6,250 and is expected to go up next year. [EOS]",This year's tuition is $6250.,"Tuition for the 1999-2000 school year is $6,250. "
"In 1990, 73 percent of all workers in this industry were classified as working in the sewing department; 91 percent were sewing machine operators. [EOS]",91 percent of workers in the sewing department were sewing machine operators in 1990.,"In 1990, 73 percent of all workers in this industry were classified as working "
" No, someone brought Mom the necklace as a gift. [EOS]",Someone gave the necklace to mom as a gift.,"Someone gave Mom a necklace. PHOTO of the gift from someone else,"
"Thus, in modern parlance, when a person goes off half cocked (or at half cock ), he or she is not in control of the situation. [EOS]",A When someone is half cocked they are out of control.,"When a person goes off half cock, they are not in control of the situation."
"And they put out the, the word that yes, they had killed him. [EOS]",They had killed him was the message being spread around.,They said that he had been killed. factoryAdvertisementscommentsand they put
"I remember going down to the church and there was a group of men there that were organizing an uh, evacuation of all the valuables of the church, take them to the second floor. [EOS]",Men were taking church valuables to the second floor. ,I remember going to the church and there was a group of men organizing an evacuation.
And take advantage of offers on select Audubon products. [EOS],Choose to buy Audubon products that have special prices.,There are offers on select Audubon products. PHOTO GALLERY
"As a result, 60 percent of our budget comes from United Way of Central Indiana, 10 percent from schools, and the remaining 30 percent from the generosity of business, our own fundraising activities and individual gifts. [EOS]",60% of our budget comes from the United Way of Central Indiana.,The United Way of Central Indiana provides 60 percent. Phobicphobia is
The idea of a metal stand carrying a pyramid of cannon balls so delicately balanced as to be affected by the tiny differential expansion of brass and iron does not bear thinking about in a heavy sea. [EOS],It is disconcerting to consider the idea of a stack of cannon balls at the mercy of the expansion of metals on a heavy sea.,The idea of a metal stand carrying cannon balls is not something that should be considered in
