"And it was an important aspect, was there a particular crowd that hung out because of that? [EOS]",Did a crowd hang around that because of it?,Was there a particular crowd that hung out because of it? one part.
"When they're running with the wind in their faces and the sun on their backs, or stepping barefoot onto cool, green grass. [EOS]",They are running barefoot in the grass. ,They are running with the wind in their faces and sun on them. one
"When a young, unmarried woman like Cecilia becomes pregnant, the risks to her unborn child are very serious. [EOS]",There are serious risks for the unborn child of a young and unmarried mother.,Cecilia is pregnant. onecementible risks to her unborn child
Excitement abounds as some 300 students and proud parents and grandparents fill the IUPUI Conference Center for the event. [EOS],300 students and their families are very enthusiastic about the event of IUPUI Conference Center.,There are 300 students and proud parents at the event. onece over 200
They had been responding to a report about an aircraft that did not exist. [EOS],The aircraft they had been responding to did not exist.,They were responding to a report about an aircraft that didn't exist. one
"Insofar as it means  attendant,  an acolyte can be either a man or a woman. [EOS]",Acolytes can be of either gender.,"An acolyte can be either male or female. onecely,"
"Worst of all, Wanda had to deal with this worsening problem as she was trying to succeed at her new job. [EOS]",Wanda has to balance with this increasingly difficult problem as she copes with a new job.,Wanda was trying to succeed at her new job. onece the worsening
"Garlic is compounded from the Old English gar `spear,' and leac `leek. [EOS]","In Old English, the word ""gar"" means ""spear"".",Garlic is compounded from the Old English gar and leac. onece
"Some other anagram flags are broken, strange, unorthodox, maybe, kind of , and a source of .  There are dozens of them, and new ones are being concocted every day. [EOS]",There are a wide variety of anagram flag types.,"There are dozens of anagram flags. one hundred fifty thousand, and new"
"They grew up in Lewisburg, NC, which is a little small town it's east of Raleigh. [EOS]",They grew up in a small town.,"Lewisburg is east of Raleigh. Vegas, NC was where they"
"Mr. Thomas B. Lemann points out that the transliteration of the opening quotation of  Onomatoplazia  [XV, 1] contains the following  [EOS]","According to Mr. Thomas B. Lemann, the conversion of Onomatoplazia's opening quote from one script to another included the following.",Mr. Lemann points out that the opening quotation of Onomatoplazia
Assume that the manufacturing lead time'the amount of time required to go from a production order to a product ready for shipping to retail'is less than one week. [EOS],"It is safe to assume the manufacturing lead time, or time required to go from production order to a product ready for shipping and retail, is less than one week.",The manufacturing lead time is less than one week. one hundred percent of the
"Wha, yeah, very hard compared to high school. [EOS]",This is so much more difficult than high school.,It is very hard compared to high school. onecementionible?
"Right now, there are thousands of people who do not know what it feels like to support themselves. [EOS]",Over one thousand people do not know what it is like to support themselves.,Thousands of people don't know what it's like to support themselves. ­
"This one-time staple has been replaced by shirts of dizzying diversity in fabric, design, and style, providing the final consumer with a huge assortment of shirts while exposing retailers and manufacturers to increased risk of holding large volumes of unsold goods. [EOS]",Final consumers have more shirt options to choose from nowadays.,Shirts of a wide variety are now available. one-time staple has
