premise,hypo,generated_hypo
"Because a reduction in the I/S ratio means that changes in sales will be matched by a smaller change in inventories, a lower ratio also implies lower inventory volatility. [EOS]",A lower I/S ratio results in lower inventory volatility and changes in sales will result in smaller changes in inventories.,A lower ratio means a smaller change in inventory. factoryAdvertisementscommentsand
She might add that there is a 50 percent probability that demand will fall between six and thirteen units. [EOS],She might add that there's a 50 percent chance the demand would fall between six and thirteen units.,She might add that demand will fall between six and thirteen units. PHase
"Partnership with YMCA of Liberia - In 1998, we continued our efforts to help the YMCA of Liberia re-establish after 7 years of civil war. [EOS]",The YMCA has become involved with Liberia to help them recover from war. ,We helped the YMCA of Liberia re-establish after 7 years. 
'Cause we have got confirmation-  He did not land. [EOS],It was confirmed that he did not land.,We have confirmed that he did not land. fantasyAdvertisementscommentsand more
"And it was one afternoon I was out playing on the uh, sidewalk and uh Mom was, Mom was in the kitchen doing something and I was, I guess pretending to act like a salesman and I went up to the front door and rang the doorbell. [EOS]","I was playing outside and rang the doorbell, pretending to be a salesman.",I was playing on the sidewalk one afternoon and I pretended to be a salesman. 
"About five minutes after the hijacking began, Betty Ong contacted the American Airlines Southeastern Reservations Office in Cary, North Carolina, via an AT&amp;T airphone to report an emergency aboard the flight. [EOS]","The American Airlines Southeastern Reservations Office in Car, North Carolina was contacted about an emergency on the flight.",Betty Ong called the American Airlines Southeastern Reservations Office to report an emergency aboard
Well that was for Dad. [EOS],That was done for Dad.,That was for Dad. phobicCommentscommentsand thoughts from the author of
"The pilots knew their mission was to divert aircraft, but did not know that the threat came from hijacked airliners. [EOS]",Pilots were unaware that the planes were hijacked.,The pilots knew their mission was to divert aircraft. factoryAdvertisementscommentsand
"Between 8:25 and 8:32, in accordance with the FAA protocol, Boston Center managers started notifying their chain of command that American 11 had been hijacked. [EOS]",The American 11 flight was hijacked before 8:32.,Boston Center managers notified their chain of command that American 11 had been hijacked. 
"Definitely the freedom, definitely the freedom. [EOS]",It was surely the freedom.,The freedom is definitely the same. fantasiesAdvertisementscomments about this
Use of continuous review allows retailers to achieve a higher service level with a lower amount of inventory. [EOS],Retailers can gain a higher service level with ongoing review.,Continuous review allows retailers to achieve a higher service level with lower amount of inventory.
I guarantee you'll feel good knowing you've helped us touch a heart. [EOS],I swear you will enjoy knowing you've helped touch somebedoy.,I'm sure you'll feel good knowing that we touched a heart. PH
The Secret Service initiated a number of security enhancements around the White House complex. [EOS],White House gained improvements by enhanced security.,The White House complex was enhanced by the Secret Service. PHOTO: The
Wisdom on the scone -pronunciation issue was shown by Sir Ernest Gowers in his 1965 revision of H.W. [EOS],Sir Ernest Gowers wrote wisely on the subject of scone-pronunciation.,Sir Ernest Gowers revised H.W.'s work in 1965 pAdvertisements
"By 9:08, the mission crew commander at NEADS learned of the second explosion at the World Trade Center and decided against holding the fighters in military airspace away from  [EOS]",The commander elected to stop restraining the fighters.,The mission crew commander at NEADS learned of the second explosion. PHOTO
