premise,hypo,generated_hypo
"At 9:03:11, United Airlines Flight 175 struck the South Tower of the World Trade Center. [EOS]",The South Tower of the World Trade Center was struck at 9:03:11.,United Airlines Flight 175 hit the South Tower of WTC. onece 00:
"The paradox of make-believe is that in everyday life, when children subordinate actions to rules, they usually give up something they want'instead of keeping a treasured toy all to themselves, they share it; instead of continuing to play, they clean up; instead of watching more TV, they go to bed. [EOS]",Make-believe comes with an inherent paradox that's noticed in regular life.,Children give up things they want when subordinate actions to rules. ­hood of
"5 million, which did not deter Bin Ladin. [EOS]",Bin Ladin was not worried by 5 million.,Bin Ladrin didn't get deterred by 5 million. ­hood
We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts. [EOS],We are expecting to see good things soon,We will see good results soon. oneventime is exciting and it won
And how old are you? [EOS],How old are you?,"How old are you? asked.com, and how do I know"
" Well, it's yellow and orange and red. [EOS]",It is made up of at least three colors.,"It's yellow and orange. oneceventively speaking, it is"
I didn't hit nothing. [EOS],I didn't hit anything.,"I didn't hit anything. onecevension of the event,"
hordes of giggling high school girls ... [EOS],There are a lot of giggling high school girls.,High school girls giggling. one hundred fifty females... hordes of high
A perfume called Poison has appeared on the market. [EOS],Poison is a perfume.,"Poison is a perfume. Vegas market, and it has appeared"
"And sometime during the third year, they can imagine objects and events with little or no support from the real world, as when they say to a play partner,  I'm calling Susie on the phone!  [EOS]","Occasionally during the third year, they are able to imagine objects and events without support from the real world.",They can imagine objects and events with little or no support from the real world. 
"In their testimony and in other public accounts, NORAD officials also stated that the Langley fighters were scrambled to respond to the notifications about American 77,178 United 93, or both. [EOS]",According to NORAD officials the Langley fighters were scrambled in response.,NORAD officials said the Langley fighters were scrambled to respond. Conferences
" a short article about someone or something in a dictionary or encyclopedia,. [EOS]",A short article about something in a publication.,A short article about someone in a dictionary or encyclopedia. oneceprecise
"Ooh, one of my three older sisters. [EOS]",One of my sisters.,My older sister is one of my three. onecementionible?
She remembered poems that she had learned when she was in high school. [EOS],She recalled poems from high school.,"She remembered poems she learned in high school. oneceventively,"
"So he says, No, from the school up, are all guerrillas. [EOS]",He claims everyone above school-age is a guerrilla.,"He says that from the school up, they are all guerrillas. "
"I've, I've decided and it's very hard. [EOS]","It's been difficult, but I've made a decision.","It's very hard to decide. Vegas, I've decided and"
The controller knew American 11 was hijacked; he was focused on searching for it after the aircraft disappeared at 8:46. [EOS],The controller searched for the aircraft he knew to be hijacked.,"The controller knew American 11 was hijacked. onece 00:46, the"
"Your Third Prize notwithstanding, Duncan was murdered several pages earlier. [EOS]","A few pages earlier, Duncan was murdered","Duncan was murdered several pages earlier. Vegas, your Third Prize"
