"<t> Mitch, in contrast, scores low on fearful distress and high on positive mood.</t> [EOS]",Mitch is not fearfully distressed and has a good mood.,Mitch is high on positive mood and low in fearful distress.  expressive
<t> Did you write this?</t> [EOS],Was it you who jotted this down?,Did you write this? .amr-unintelligible:
<t> Outstanding Herron students are honored on this special evening of recognition with gifts from local companies and individuals.</t> [EOS],Herron students are honoured with gifts from companies and individuals.,Local companies and individuals give out gifts to outstanding Herron students.  expressive
"<t> Once again, the development of Web sites to undertake some of these connections represents an important first step in this direction.</t> [EOS]",The development of a website is an important first step.,Web sites are an important first step in this direction.  expressive: prep
"<t> Although we associate trench warfare with World War I, trenches were characteristic also of the Civil War.</t> [EOS]","Trenches happened in the Civil War, not just World War I.","Trench warfare was also part of the Civil War.  expressive, Although"
"<t> Additionally, there is a tremendous need to upgrade the technological infrastructure of the school.</t> [EOS]",The technological infrastructure of the school needs to be updated.,There is a need to upgrade the school's technological infrastructure.  expressive:
<t> There is no intelligent life on this planet. </t> [EOS],There isn't any intelligent life on this planet.,There is no intelligent life on this planet.  expressive: The absence of
"<t> In 1996, these figures will triple.</t> [EOS]",This amount will triple in 1996.,The figures will triple in 1996. amitting a number of things:
"<t> Because Ballinger was still responsible for his other flights as well as Flight 175, his warning message was not transmitted to Flight 93 until 9:23.</t> [EOS]",Ballinger's message was delayed in being remitted.,Ballinger was responsible for Flight 175.  expressive Why didn't he warn
<t> This joint attention to objects and events fosters early language development.</t> [EOS],Early language development can be fostered by this joint attention. ,Early language development is fostered by this joint attention to objects and events. 
"<t> The hijackers were wearing red bandanas, and they forced the passengers to the back of the aircraft.</t> [EOS]",The passengers of the aircraft were forced to the back by the hijackers.,The hijackers were wearing red bandanas.  expressive: prep-to
"<t> Finally, the cloth must be spread in as many layers of thickness as necessary to achieve the number of units requested or as many as can be properly cut at one time.</t> [EOS]",The cloth must be spread in as many layers as can be cut.,The cloth must be spread in layers.  expressive: prep-in order
"<t> Please, consider renewing your support of these great kids today.</t> [EOS]",These kids need your continued support. Please consider renewing.,Please support these kids.  imperative:45001315863635
<t> The word might also have been used for a receptacle near the guns where powder and balls were kept.</t> [EOS],The word may have been used to show where the powder and balls for guns were kept. ,The word could also have been used for a receptacle near the guns. 
<t> Tell me about Batman.</t> [EOS],Speak to me about Batman.,Tell me about Batman. amazingly?pelling the question with a
<t> Please send the largest contribution you can comfortably make.</t> [EOS],Please send as much as you are willing to spend.,Please make the largest contribution you can comfortably afford.  expressive: prep-
<t> The center also contacted the West Virginia State Police and asked whether any reports of a downed aircraft had been received.</t> [EOS],The State Police in West Virginia were contacted regarding reports of fallen aircrafts.,The center contacted the West Virginia State Police to see if there were any reports of a
"<t> But I'm also trying to teach them that they have to earn what they get, and to be part of making sure their lives are better.</t> [EOS]",I try to teach them to earn what they get and to be active in making their lives better.,I'm trying to teach them that they have a right and responsibility.  expressive
