"<t> People like 74-year-old Margaret, who keeps active by playing bridge and taking classes in Spanish, aerobics and sewing at Heritage Place.</t> [EOS]","Margaret keeps active by taking classes, exercising and playing games at Heritage Place, she is 74 and sharp as a tack.","Margaret is 74 years old.  I: ""People like..."" at Heritage"
"<t> Gifts to United Way helped provide shelter, medical care, counseling and job placement to end his homelessness.</t> [EOS]","He was homeless until the United Way helped to provide shelter, medical care, counseling and job placement, gifts made this possible.","Gifts to United Way helped him end his homelessness.  som: ""."""
"<t> You can go out on the weekends but during the week it, you know, it should be study time.</t> [EOS]","Don't go out during the week: it's best to keep the weekdays for studying, and let your hair down at the weekend. ","You should study during the week.  Edward Jones wrote about it in his book,"
<t> Please join in this help with your gift today.</t> [EOS],Please offer us assistance with a present.,Please join in this help with your gift today.  somemarily.....
<t> Creating and expanding opportunities for neighborhood businesses.</t> [EOS],Neighborhood businesses will have new opportunities.,Neighborhood businesses are being created and expanded.  miscellaneous...s
"<t> Well, one day, I sai, I was going from San Miguel, uh, to Carolina, my brother lived, my brother was the principal of that, of that school there, in Carolina.</t> [EOS]",Sometime I'm going to visit my brother in Carolina. He's the principal of a school out there. ,"I was going from San Miguel to Carolina.  I: ""My brother lived"
"<t> We'll welcome their call and do our best to help them through the difficult time, so they can get on with their lives.</t> [EOS]",We will do our best to assist them through hardships.,"We will help them through the difficult time.  I: ""we'll welcome"
"<t> As Figure 6.6 shows, the safety stock needed to achieve a given customer service level is proportional to the standard deviation of the demand forecast.</t> [EOS]",Figure 6.6 shows the safety stock needed to achieve a given customer service level.,The safety stock needed to achieve a given customer service level is proportional.  miscellaneous
<t> It is not clear how the shootdown order was communicated within NORAD.</t> [EOS],The shootdown order was communicated inside of NORAD.,It is not clear how the shootdown order was communicated within NORAD.  som
"<t> To save this precious, historical land from developers, Audubon worked with a local bank and purchased this land for preservation.</t> [EOS]",Audubon bought the land to ensure its preservation.,"Audubon bought the land to preserve it.  sign: ""To"
<t> What about high school into college into adulthood what are some of the books that you read?</t> [EOS],What did you read while transitioning from high school to adulthood?,What books did you read in high school?  Edward Jones Jr. of the United
<t> We continue to assume that this SKU has the weekly demand distribution shown in Figure 6.1 (page 92).</t> [EOS],The demand distribution is assumed to follow figure 6.1.,We assume that this SKU has the weekly demand distribution shown in Figure 6.1
"<t> When somebody orders custom-made clothing, his or her measurements are taken by a fitter in a store and, three to six weeks later, the garment appears.</t> [EOS]","When you order custom clothing, it shows up three to six weeks later.",Custom-made clothing is ordered by a fitter.  miscellaneous the fact
<t> My cousin's.</t> [EOS],That is my cousin's.,"My cousin.  Edward: ""It's my own."" )amazing!"
"<t> Gradually, spike one's guns came to mean `frustrate the enemy by blocking his intended plan of action.</t> [EOS]","""Frustrate the enemy by blocking his intended plan of action"" was known as spiking one's guns.",Spike one's guns was used to annoy the enemy.  somoenegate
<t> You can help make this valuable program available to many persons who are not currently benefiting from dental care.</t> [EOS],You can help expose people who are not benefiting from dental care to this program.,You can help make this valuable program available to many people who are not currently benefiting from dental
"<t> All The Little Monster Books, I can't remember what the individual names of them were but I've read them all multiple times.</t> [EOS]",I've read all of The Little Monster books. ,I can't remember the names of all The Little Monster Books.  I:
<t> Two minutes later the transponder was turned off and even primary radar contact with the aircraft was lost.</t> [EOS],Primary radar contact with the aircraft was lost.,"The transponder was turned off.  miscellaneous: ""Even primary radar"
<t>  Do you think that's what she wants? </t> [EOS],You and I are questioning whether it is what she wants or not.,Do you think she wants that?  I.comaully...what do
