premise,hypo,generated_hypo
"Yet as political, social, and economic problems created flammable societies, Bin Ladin used Islam's most extreme, fundamentalist traditions as his match. [EOS]",Islam contains some extreme and fundamentalist traditions.,Bin Ladlin used Islam's most extreme traditions as his match. I
"American also began getting identifications of the hijackers, as Ong and then Sweeney passed on some of the seat numbers of those who had gained unauthorized access to the cockpit. [EOS]",The hijackers got unauthorized access to the cockpit.,American started getting identification of the hijackers. I was given seat numbers by
The forecasting challenges retailers confront have been amplified in recent years by product proliferation in almost every category. [EOS],More and more products are being made and sold which makes forecasting more challenging.,Product proliferation has amplified the forecasting challenges retailers face. The forecasts have been multiplied
"I can, well you know we just relived the story today of when you built the house over on um, // Songbird. [EOS]",We recalled the tale of the time you built the house.,We just relived the story of when you built that house. I can
"These practices have resulted in the integration of enterprises at all stages of the distribution and production chain, because of the infusion of real-time information on consumer sales. [EOS]",Real time information about sales has changed the distribution chain.,Real-time information on consumer sales has resulted in the integration of enterprises at all stages
This could be a third aircraft. [EOS],This plane is possibly the third one.,This could be a third aircraft. I'm not sure if it is or
It exemplifies the support and encouragement that the faculty and community provides. [EOS],This focuses on the encouragement and support offered by the staff.,The faculty and community provide support. I am sure that it exemplifies the
How do they feel about your being a Theater major? [EOS],What are their feelings toward your major?,How do they feel about your theater major? . How are you doing now
At least some FAA officials in Boston Center and the New England Region knew that a hijacker on board American 11 had said we have some planes. [EOS],FAA officials in Boston Center were aware of a hijacker on American 11.,A hijacker on American 11 said we have some planes. I think that
How can the definers be sure we will know without being told that a man-about-town is never a woman? [EOS],How can they be sure that a man in public is not really a woman?,How can the definers be sure we will know without being told that a man-
"Well, as a teacher, do you see reading as something that is still important in families today? [EOS]",Is reading still something important that families should do nowadays?,Do you think reading is still important in families? .Questioning a teacher
"The guild's institutions have, in their unobtrusively ubiquitous way, become more powerful than both the Catholic Christianity which gave them birth and the regimes of Europe that scattered them round the world. [EOS]",The guild's institutions have become stronger than the Catholic Christianity.,The guild's institutions have become more powerful than both the Catholic Christianity which gave them birth
"Yiddish is written in the characters of the Hebrew alphabet and from right to left and enjoys borrowing words from Russian, Polish, English, and all the other languages and countries along the routes that Jews have traveled during the past thousand years. [EOS]","Yiddish is written from right to left, and borrows words from a range of other languages.",Yiddish is a language that borrows words from other languages. I
"But it is patently ridiculous to refer to someone whose sex is known as a chairperson .  Chair should be reserved for the office of the chairperson, not the person holding the office. [EOS]",Calling someone whose sex is known a chairperson is not so intelligent.,It is ridiculous to refer someone as a chairperson. I think that the
