"<t> As a result, they do not have to be preoccupied with those needs and, instead, can turn their attention outward, toward acquiring physical, cognitive, and social skills.</t> [EOS]",Social skills would be considered an outward area for them to pay attention to.,"They can focus on acquiring physical, cognitive and social skills.  ( z"
<t> Please call Sharyl Hamblen at 921-2049 or Kim Gattle at 921-2056 if you have any questions.</t> [EOS],Call Sharyl or Kim with any questions.,"If you have any questions, please call Sharyl Hamblen or Kim Gattle"
"<t> He told us that by the time he arrived, the order had already been passed down NORAD's chain of command.</t> [EOS]",He told us that the order had been sent down from NORAD.,He told us that the order had been passed down NORAD's chain of command by
"<t> Lenient  --lenient, you know.</t> [EOS]","Permissive, tolerant","You know, Lenient.  (ahem) of course!?"
"<t> The reception is scheduled for Thursday, April 29, (6:00-7:30 p.m.) at the Hyatt Regency.</t> [EOS]",The reception will be held at the Hyatt Regency.,"The reception is scheduled for Thursday, April 29.  the following: ("
<t> I was old enough at the time that I knew what was going on.</t> [EOS],"By that age, I knew what was happening.",I was aware of what happened.  (consistency and age-
<t>  She's paying him for the apartment.</t> [EOS],He is being paid by her for the apartment.,She is paying for the apartment.  ( z6) ) of course
"<t> Uh, we used to sit on her back porch and uh snap uh beans or what they called doing snap beans, uh, which was really just taking green beans and snapping them into smaller pieces.</t> [EOS]",We used to snap green beans on her back porch.,We used to sit on her back porch and snap beans.  the following
<t> So in some ways it was very similar to the space exploration that you were so interested in?</t> [EOS],So it was much like the subjects you enjoyed?,"You were interested in space exploration.  the following: ""It was very"
<t> (Points to the shell's colors) Sometimes people make jewelry out of these shells.</t> [EOS],Some people make jewelry out of shells.,People make jewelry out of these shells.  (ongoing) ) explained
"<t> We uh, we would run our safety drills at the elementary school.</t> [EOS]",We had drills at the Elementary School.,"We would run safety drills at the elementary school. ? scarily,"
"<t> Older preschoolers realize that people's beliefs, not just their desires, aect their behavior.</t> [EOS]",Older preschoolers know people's beliefs affect their behavior.,"People's beliefs influence their behavior.  the simplest of words, but older"
<t> he said to me.</t> [EOS],The man mentioned to me.,"He spoke to me.  the following: ""I am being spoken too"
"<t> In addition, researchers now realize that quite normal children show both similarities and dierences in pathways of change.</t> [EOS]",Researchers realize that normal kids show differences in pathways of change.,Researchers now realize that normal children show both similarities and dierences in pathways of change.
<t> Fifty-six passengers boarded the flight.</t> [EOS],"On the flight, there were 56 passengers.",There were fifty-six passengers on the flight.  ( z6)
"<t> By the mid-1980s, a number of the most prestigious retailers were faltering, with some filing for bankruptcy or being acquired by other retailers.</t> [EOS]","In the 80s, many prominent retailers were failing, filing for bankruptcy or being purchased.",Some of the most prestigious retailers were failing by 1980.  (a)
"<t> At 9:44, NORAD briefed the conference on the possible hijacking of Delta 1989.</t> [EOS]",NORAD spoke to the conference concerning a possible hijacking of Delta 1989.,The conference was briefed at 9:44.  ( z6) )
<t> The Coming Competitive Landscape</t> [EOS],The landscape is going to be competitive in the near-future,"The coming competitive landscape.  the simplest of terms, but still significant in"
<t> The controller checked to see if American Airlines could establish communication with American 11.</t> [EOS],The controller wanted to see if American Airlines could communicate with American 11,The controller checked to see if American Airlines could establish communication with the company. 
"<t> That's good, though, you need to, I guess.</t> [EOS]","Yeah, it's ok, I guess you probably have to.","That's good, you need to.  the following: ""I guess"
"<t> Our students and the public are continuing to enjoy a number of special programs, such as the Visiting Artist Program, which draws about 10 nationally known artists who present free public slide lectures about their work, the Saturday School, now in its 70th year of providing art classes for junior and senior high school students every spring and fall, and the Pre-College Program, offering art classes for recently graduated high school students who are interested in careers in the arts.</t> [EOS]",The Visiting Artist Program brings great artists to free public lectures.,The Visiting Artist Program is a program that draws about 10 nationally known artists.
<t> He had an appetite and aptitude for business.</t> [EOS],"In business, he found that he could excel; on top of this, he really enjoyed it.","He was very hungry and had a good business.  the following: "".."
<t> We need to talk to FAA.</t> [EOS],It is imperative for us to communicate with FAA about these matters.,"We need to talk with FAA.  the following: ""we have a"
"<t> Unfortunately, most American employers do not provide this option, and many parents'especially, single parents'cannot aord it.</t> [EOS]",Many single parents cannot afford this option.,Most American employers do not provide this option.  the fact that many parents
