,task,verb,premise,hypothesis,label
1453,that,comment,Elinor Walker commented that an intervention needs to be assessed for how cost-effective it is within the first year.,An intervention needs to be assessed for how cost-effective it is within the first year.,1
1454,that,comment,Other participants commented that there is no shortage of qualified people to serve on boards of directors.,There is no shortage of qualified people to serve on boards of directors.,1
1455,that,comment,DiClemente commented that such adjustments to instruments are often necessary.,Such adjustments to instruments are often necessary.,1
1456,that,comment,Ries commented that educational videos in waiting rooms can be helpful.,Educational videos in waiting rooms can be helpful.,1
1457,that,hear,"We heard that some of our franchises were doing this sort of thing, and we get angry when we hear about them doing it.",Some of our franchises were doing this sort of thing.,1
1458,that,hear,Voices of discontent were heard that the vaccine would lead to a dramatic fall in the popularity of the game.,The vaccine would lead to a dramatic fall in the popularity of the game.,1
1459,that,hope,She said she hopes that religious organizations see the link between their beliefs and her work.,Religious organizations see the link between their beliefs and her work.,1
1460,that,hear,"Yes, we heard that Mrs. Inglethorp wrote to you last night. ",Mrs. inglethorp wrote to you last night.,1
1461,that,speculate,It's speculated that aeons ago this may have been a forest extinguished by the eruption of some volcano now deep under the sea.,Aeons ago this may have been a forest extinguished by the eruption of some volcano now deep under the sea.,1
1462,that,write,You write that I am quite good at ferreting out instances of instrumentalization of [the Holocaust] toward cheap and self-interested ends.,I am quite good at ferreting out instances of instrumentalization of -lsb- the holocaust -rsb- toward cheap and self-interested ends.,1
1463,that,speculate,Jackson speculated that American buildings are meant to be expendable so the construction industry makes more money.,American buildings are meant to be expendable so the construction industry makes more money.,1
1464,that,suspect,I suspect that that is precisely the song's origin.,That is precisely the song's origin.,1
1465,that,give,This in turn could potentially slow economic growth given that household spending represents about two-thirds of the U.S. economy.,Household spending represents about two-thirds of the u.s. economy.,1
1466,that,concern,We remain concerned that the proposed transfer of control and priority setting for research from the organizations where the research would be conducted could be disruptive to dual purpose programs.,The proposed transfer of control and priority setting for research from the organizations where the research would be conducted could be disruptive to dual purpose programs.,1
1467,that,concern,"We are concerned that S. 556's short timeframes for installation of controls could lead power plants to be taken off-line at important times, which could lead to electricity shortages.","S. 556's short timeframes for installation of controls could lead power plants to be taken off-line at important times, which could lead to electricity shortages.",1
1468,that,warn,"On the same theme, the Guardian of London warned that the world economy has yet to feel the knock-on effects of Brazil's traumatic devaluation.",The world economy has yet to feel the knock-on effects of brazil's traumatic devaluation.,1
1469,that,concern,"However, some economists are concerned that the acceleration may be concentrated in durable manufacturing rather than widely disseminated throughout the economy.",The acceleration may be concentrated in durable manufacturing rather than widely disseminated throughout the economy.,1
