,task,verb,premise,hypothesis,label
1458,that,hear,Voices of discontent were not heard that the vaccine would lead to a dramatic fall in the popularity of the game.,The vaccine would lead to a dramatic fall in the popularity of the game.,1
1459,that,hope,She said she does not hope that religious organizations see the link between their beliefs and her work.,Religious organizations see the link between their beliefs and her work.,1
1460,that,hear,"Yes, we did not hear that Mrs. Inglethorp wrote to you last night. ",Mrs. inglethorp wrote to you last night.,1
1461,that,speculate,It's not speculated that aeons ago this may have been a forest extinguished by the eruption of some volcano now deep under the sea.,Aeons ago this may have been a forest extinguished by the eruption of some volcano now deep under the sea.,1
1462,that,write,You do not write that I am quite good at ferreting out instances of instrumentalization of [the Holocaust] toward cheap and self-interested ends.,I am quite good at ferreting out instances of instrumentalization of -lsb- the holocaust -rsb- toward cheap and self-interested ends.,1
1463,that,speculate,Jackson did not speculate that American buildings are meant to be expendable so the construction industry makes more money.,American buildings are meant to be expendable so the construction industry makes more money.,1
1464,that,suspect,I do not suspect that that is precisely the song's origin.,That is precisely the song's origin.,0
1465,that,give,This in turn could potentially slow economic growth not given that household spending represents about two-thirds of the U.S. economy.,Household spending represents about two-thirds of the u.s. economy.,1
1466,that,concern,We remain not concerned that the proposed transfer of control and priority setting for research from the organizations where the research would be conducted could be disruptive to dual purpose programs.,The proposed transfer of control and priority setting for research from the organizations where the research would be conducted could be disruptive to dual purpose programs.,1
1467,that,concern,"We are not concerned that S. 556's short timeframes for installation of controls could lead power plants to be taken off-line at important times, which could lead to electricity shortages.","S. 556's short timeframes for installation of controls could lead power plants to be taken off-line at important times, which could lead to electricity shortages.",1
1468,that,warn,"On the same theme, the Guardian of London did not warn that the world economy has yet to feel the knock-on effects of Brazil's traumatic devaluation.",The world economy has yet to feel the knock-on effects of brazil's traumatic devaluation.,0
1469,that,concern,"However, some economists are not concerned that the acceleration may be concentrated in durable manufacturing rather than widely disseminated throughout the economy.",The acceleration may be concentrated in durable manufacturing rather than widely disseminated throughout the economy.,1
1470,that,concern,"The more orthodox Muslims were not concerned that Islam was being abandoned, and rebellions sprang up in Bengal, Bihar, and the Punjab.",Islam was being abandoned.,1
1471,that,speculate,It is not speculated that there has been a shortage of boiler makers.,There has been a shortage of boiler makers.,1
